Last Name/Surname,Total,Two or More Races,Percentage,Rank,U.S. Rank
REDMAN,"13,028",377,2.89%,"1,646","2,770"
MEHTA,"14,342",377,2.63%,"1,647","2,526"
PLATT,"18,022",377,2.09%,"1,648","2,006"
DOBBS,"18,476",377,2.04%,"1,649","1,956"
CABRERA,"83,621",376,0.45%,"1,650",376
HINDS,"15,337",376,2.45%,"1,651","2,375"
MAHER,"23,222",376,1.62%,"1,652","1,549"
SHIN,"21,735",376,1.73%,"1,653","1,656"
LANGFORD,"19,208",376,1.96%,"1,654","1,870"
CAMPOS,"96,111",375,0.39%,"1,655",323
SUGGS,"13,585",375,2.76%,"1,656","2,652"
LUTZ,"32,050",375,1.17%,"1,657","1,092"
CASSIDY,"26,590",375,1.41%,"1,658","1,325"
GUSTAFSON,"26,421",375,1.42%,"1,659","1,333"
MCMANUS,"23,909",375,1.57%,"1,660","1,498"
BENOIT,"20,160",375,1.86%,"1,661","1,775"
TOLLIVER,"12,128",374,3.08%,"1,662","2,958"
SEAY,"14,046",374,2.66%,"1,663","2,573"
BRUNSON,"17,099",374,2.19%,"1,664","2,115"
WILKES,"18,314",374,2.04%,"1,665","1,975"
NORTH,"20,343",374,1.84%,"1,666","1,766"
DOOLEY,"23,481",373,1.59%,"1,667","1,527"
POST,"23,458",373,1.59%,"1,668","1,530"
ROMAN,"72,918",372,0.51%,"1,669",452
ROSA,"33,521",372,1.11%,"1,670","1,035"
REAVES,"15,550",372,2.39%,"1,671","2,344"
KUHN,"31,776",372,1.17%,"1,672","1,102"
KESSLER,"29,064",372,1.28%,"1,673","1,216"
HASKINS,"16,842",372,2.21%,"1,674","2,154"
HOBSON,"17,043",372,2.18%,"1,675","2,128"
LEW,"7,410",372,5.02%,"1,676","4,775"
KERN,"28,547",371,1.30%,"1,677","1,237"
OTT,"25,738",371,1.44%,"1,678","1,373"
WADDELL,"21,301",371,1.74%,"1,679","1,691"
SAM,"12,053",370,3.07%,"1,680","2,974"
DAWKINS,"15,431",370,2.40%,"1,681","2,363"
SCRUGGS,"15,808",370,2.34%,"1,682","2,310"
ENOS,"8,097",370,4.57%,"1,683","4,392"
THACKER,"21,512",370,1.72%,"1,684","1,677"
DELROSARIO,"8,402",370,4.40%,"1,685","4,218"
MESSER,"20,306",370,1.82%,"1,686","1,769"
MELVIN,"20,008",370,1.85%,"1,687","1,795"
RIDLEY,"11,521",369,3.20%,"1,688","3,133"
BRISCOE,"13,728",369,2.69%,"1,689","2,629"
HA,"18,156",369,2.03%,"1,690","1,987"
SAMS,"16,014",368,2.30%,"1,691","2,275"
WHITING,"16,418",368,2.24%,"1,692","2,221"
DARLING,"18,879",368,1.95%,"1,693","1,904"
NAPIER,"19,182",368,1.92%,"1,694","1,872"
DURAN,"89,401",367,0.41%,"1,695",349
MAYBERRY,"14,326",367,2.56%,"1,696","2,527"
BEAVERS,"15,531",367,2.36%,"1,697","2,348"
CURRIE,"17,234",367,2.13%,"1,698","2,100"
BLOCK,"21,717",367,1.69%,"1,699","1,658"
PASCUAL,"11,959",366,3.06%,"1,700","2,998"
FOOTE,"16,425",366,2.23%,"1,701","2,219"
HYATT,"19,280",366,1.90%,"1,702","1,863"
FARR,"20,011",366,1.83%,"1,703","1,794"
CONNOLLY,"29,710",365,1.23%,"1,704","1,190"
DWYER,"27,240",365,1.34%,"1,705","1,291"
FRIEND,"17,635",365,2.07%,"1,706","2,041"
SYLVESTER,"18,896",365,1.93%,"1,707","1,901"
LONDON,"16,195",364,2.25%,"1,708","2,249"
CULVER,"17,566",364,2.07%,"1,709","2,051"
SPRAGUE,"22,610",364,1.61%,"1,710","1,584"
SPICER,"18,501",364,1.97%,"1,711","1,951"
SYED,"9,722",363,3.73%,"1,712","3,657"
LOVELACE,"13,787",363,2.63%,"1,713","2,613"
PIKE,"26,655",363,1.36%,"1,714","1,318"
CHAMPION,"17,527",363,2.07%,"1,715","2,058"
WAITERS,"19,853",363,1.83%,"1,716","1,809"
TEIXEIRA,"8,895",362,4.07%,"1,717","3,994"
MARK,"14,265",361,2.53%,"1,718","2,537"
FRIEDMAN,"38,374",361,0.94%,"1,719",901
MORIN,"29,593",361,1.22%,"1,720","1,194"
AARON,"16,276",361,2.22%,"1,721","2,241"
MCLEMORE,"10,850",360,3.32%,"1,722","3,306"
BARROW,"16,801",360,2.14%,"1,723","2,159"
TIDWELL,"21,176",360,1.70%,"1,724","1,699"
ASUNCION,"4,042",360,8.91%,"1,725","8,209"
CRAWLEY,"12,523",359,2.87%,"1,726","2,874"
ECHOLS,"14,456",359,2.48%,"1,727","2,501"
KIMBALL,"23,293",359,1.54%,"1,728","1,544"
BABCOCK,"22,016",359,1.63%,"1,729","1,638"
WASHBURN,"20,030",359,1.79%,"1,730","1,793"
GIFFORD,"19,514",359,1.84%,"1,731","1,834"
AZIZI,"1,510",359,23.77%,"1,732","18,347"
TRAYLOR,"13,341",358,2.68%,"1,733","2,701"
SHEEHAN,"26,902",358,1.33%,"1,734","1,305"
MANSFIELD,"18,725",358,1.91%,"1,735","1,923"
ESTRADA,"127,470",357,0.28%,"1,736",238
MCMULLEN,"20,545",357,1.74%,"1,737","1,742"
STALLINGS,"17,269",356,2.06%,"1,738","2,093"
WHITTINGTON,"17,517",356,2.03%,"1,739","2,059"
CLIFFORD,"22,245",356,1.60%,"1,740","1,618"
ISLAM,"10,670",355,3.33%,"1,741","3,354"
PARRIS,"12,710",355,2.79%,"1,742","2,839"
LUNDY,"14,850",355,2.39%,"1,743","2,439"
BRUNO,"30,883",355,1.15%,"1,744","1,135"
ARNETT,"16,499",355,2.15%,"1,745","2,206"
WHITTAKER,"17,234",355,2.06%,"1,746","2,100"
STRINGER,"17,300",355,2.05%,"1,747","2,091"
RAM,"3,853",355,9.21%,"1,748","8,547"
NOORI,"1,016",354,34.84%,"1,749","24,593"
BAGLEY,"17,324",353,2.04%,"1,750","2,089"
SHERWOOD,"21,384",353,1.65%,"1,751","1,685"
BOWIE,"11,786",352,2.99%,"1,752","3,039"
ZIEGLER,"25,351",352,1.39%,"1,753","1,400"
KOBAYASHI,"3,845",352,9.15%,"1,754","8,568"
OXENDINE,"7,139",352,4.93%,"1,755","4,930"
PARSON,"13,209",351,2.66%,"1,756","2,727"
DENNISON,"14,629",351,2.40%,"1,757","2,465"
WRAY,"15,405",351,2.28%,"1,758","2,367"
LACKEY,"18,082",351,1.94%,"1,759","1,996"
RUDOLPH,"19,854",351,1.77%,"1,760","1,808"
FRANCO,"69,943",350,0.50%,"1,761",476
HAMMONDS,"12,710",350,2.75%,"1,762","2,839"
LIPSCOMB,"12,948",350,2.70%,"1,763","2,788"
LINTON,"14,354",350,2.44%,"1,764","2,524"
LEMON,"15,140",350,2.31%,"1,765","2,393"
TITUS,"15,780",350,2.22%,"1,766","2,314"
ARMSTEAD,"7,919",350,4.42%,"1,767","4,480"
CURRAN,"24,969",350,1.40%,"1,768","1,423"
VERNON,"17,480",350,2.00%,"1,769","2,070"
HOLBROOK,"23,843",350,1.47%,"1,770","1,502"
DICKENS,"18,123",350,1.93%,"1,771","1,990"
GAGNON,"21,208",350,1.65%,"1,772","1,697"
PEDERSEN,"20,135",350,1.74%,"1,773","1,780"
WING,"12,614",349,2.77%,"1,774","2,858"
SHEETS,"21,384",349,1.63%,"1,775","1,685"
SHEFFIELD,"19,738",349,1.77%,"1,776","1,817"
BOWENS,"9,188",348,3.79%,"1,777","3,861"
BARNEY,"16,404",348,2.12%,"1,778","2,224"
RICHEY,"18,296",348,1.90%,"1,779","1,977"
SANDS,"18,584",348,1.87%,"1,780","1,944"
GILLIS,"18,834",348,1.85%,"1,781","1,910"
HOPSON,"12,180",347,2.85%,"1,782","2,946"
PENDLETON,"16,751",347,2.07%,"1,783","2,168"
WHALEN,"24,262",347,1.43%,"1,784","1,470"
RASHID,"6,504",347,5.34%,"1,785","5,353"
SAID,"5,535",347,6.27%,"1,786","6,180"
ANTONIO,"15,461",346,2.24%,"1,787","2,358"
DUTTON,"17,057",346,2.03%,"1,788","2,123"
HUMPHRIES,"18,201",346,1.90%,"1,789","1,981"
SWANN,"12,293",345,2.81%,"1,790","2,916"
MERCHANT,"14,692",345,2.35%,"1,791","2,455"
STAPLETON,"18,332",345,1.88%,"1,792","1,973"
HOYT,"21,169",345,1.63%,"1,793","1,701"
SUMNER,"18,838",345,1.83%,"1,794","1,909"
NASSER,"4,673",345,7.38%,"1,795","7,160"
GRIER,"13,868",344,2.48%,"1,796","2,600"
CHEEK,"16,020",344,2.15%,"1,797","2,273"
RICHTER,"29,880",344,1.15%,"1,798","1,178"
KURTZ,"24,216",344,1.42%,"1,799","1,476"
KRAFT,"22,035",344,1.56%,"1,800","1,635"
SMALLS,"12,435",343,2.76%,"1,801","2,888"
EARL,"16,027",343,2.14%,"1,802","2,270"
DUVALL,"19,844",343,1.73%,"1,803","1,811"
SALVADOR,"13,021",342,2.63%,"1,804","2,772"
LAWS,"14,511",342,2.36%,"1,805","2,486"
BURROUGHS,"17,336",342,1.97%,"1,806","2,087"
FUNK,"24,419",342,1.40%,"1,807","1,459"
GROVER,"17,534",342,1.95%,"1,808","2,056"
RHOADES,"18,508",342,1.85%,"1,809","1,949"
CHRISTIE,"18,681",342,1.83%,"1,810","1,931"
SAITO,"4,367",342,7.83%,"1,811","7,613"
KATO,"5,257",342,6.51%,"1,812","6,461"
ISMAIL,"6,126",341,5.57%,"1,813","5,668"
DAHL,"21,598",341,1.58%,"1,814","1,669"
RAO,"11,672",340,2.91%,"1,815","3,075"
BUSBY,"15,754",340,2.16%,"1,816","2,320"
POLLOCK,"23,310",340,1.46%,"1,817","1,543"
DARNELL,"17,915",340,1.90%,"1,818","2,016"
ANSARI,"4,679",340,7.27%,"1,819","7,148"
MUSTAFA,"5,873",340,5.79%,"1,820","5,875"
GREY,"12,680",339,2.67%,"1,821","2,845"
CHANCE,"14,256",339,2.38%,"1,822","2,540"
CHESTER,"15,066",339,2.25%,"1,823","2,408"
SCHAFER,"24,543",339,1.38%,"1,824","1,452"
VEGA,"116,673",338,0.29%,"1,825",261
VOGEL,"30,470",338,1.11%,"1,826","1,153"
CALVERT,"17,619",338,1.92%,"1,827","2,043"
PAINTER,"21,969",338,1.54%,"1,828","1,641"
DEMELLO,"3,868",338,8.74%,"1,829","8,512"
JUDD,"18,110",337,1.86%,"1,830","1,991"
COPE,"18,410",337,1.83%,"1,831","1,964"
GROVE,"21,732",337,1.55%,"1,832","1,657"
QUARLES,"9,780",336,3.44%,"1,833","3,631"
ARTIS,"9,656",336,3.48%,"1,834","3,682"
PAK,"10,846",336,3.10%,"1,835","3,308"
BLACKMAN,"14,278",336,2.35%,"1,836","2,535"
WELDON,"14,538",336,2.31%,"1,837","2,481"
HOOKER,"16,646",336,2.02%,"1,838","2,185"
KINCAID,"18,075",336,1.86%,"1,839","2,000"
SHIPLEY,"19,563",336,1.72%,"1,840","1,831"
FUJIMOTO,"2,580",336,13.02%,"1,841","12,082"
DOBBINS,"15,076",335,2.22%,"1,842","2,407"
WATT,"15,211",335,2.20%,"1,843","2,387"
NICKERSON,"15,970",335,2.10%,"1,844","2,283"
PARR,"16,286",335,2.06%,"1,845","2,239"
CROUCH,"23,923",335,1.40%,"1,846","1,497"
MUNSON,"17,745",335,1.89%,"1,847","2,030"
CATES,"18,190",335,1.84%,"1,848","1,984"
OLEARY,"22,329",335,1.50%,"1,849","1,607"
JETER,"13,198",334,2.53%,"1,850","2,729"
YANCEY,"13,566",334,2.46%,"1,851","2,656"
HARP,"13,646",334,2.45%,"1,852","2,638"
GOODSON,"15,820",334,2.11%,"1,853","2,308"
ABERNATHY,"16,450",334,2.03%,"1,854","2,216"
HANKS,"17,498",334,1.91%,"1,855","2,066"
CORLEY,"17,931",334,1.86%,"1,856","2,012"
STORY,"19,218",334,1.74%,"1,857","1,867"
OSHIRO,"3,177",334,10.51%,"1,858","10,155"
KANESHIRO,"2,424",334,13.78%,"1,859","12,732"
MUNOZ,"158,483",333,0.21%,"1,860",168
SNOWDEN,"11,171",333,2.98%,"1,861","3,233"
CHEATHAM,"12,852",333,2.59%,"1,862","2,802"
COATS,"15,943",333,2.09%,"1,863","2,286"
HINKLE,"22,983",333,1.45%,"1,864","1,565"
DELGADO,"132,985",332,0.25%,"1,865",221
RIGGINS,"12,218",332,2.72%,"1,866","2,934"
MARION,"14,777",332,2.25%,"1,867","2,446"
MAHAN,"15,375",332,2.16%,"1,868","2,371"
EASTMAN,"16,791",332,1.98%,"1,869","2,162"
BENEDICT,"17,036",332,1.95%,"1,870","2,130"
MCCORD,"17,875",332,1.86%,"1,871","2,019"
NARAYAN,"2,614",332,12.70%,"1,872","11,957"
INOUYE,"2,647",332,12.54%,"1,873","11,821"
WILHELM,"19,913",331,1.66%,"1,874","1,802"
BEVERLY,"11,978",331,2.76%,"1,875","2,992"
HWANG,"17,900",331,1.85%,"1,876","2,017"
BATEMAN,"19,001",331,1.74%,"1,877","1,893"
ELIAS,"24,696",331,1.34%,"1,878","1,443"
CASTLE,"20,534",331,1.61%,"1,879","1,744"
DILL,"18,215",330,1.81%,"1,880","1,980"
WHITMAN,"19,399",330,1.70%,"1,881","1,851"
MARINO,"31,687",330,1.04%,"1,882","1,105"
GALE,"15,866",330,2.08%,"1,883","2,296"
BLOOM,"24,081",330,1.37%,"1,884","1,483"
BOLES,"14,946",330,2.21%,"1,885","2,426"
HAGAN,"21,017",330,1.57%,"1,886","1,710"
EASTER,"13,036",329,2.52%,"1,887","2,769"
PERDUE,"16,464",329,2.00%,"1,888","2,211"
CHEW,"8,905",329,3.69%,"1,889","3,988"
STOCKTON,"13,306",329,2.47%,"1,890","2,709"
FUNG,"8,837",329,3.72%,"1,891","4,024"
BARBOUR,"14,451",329,2.28%,"1,892","2,504"
SWARTZ,"25,444",328,1.29%,"1,893","1,393"
COTTRELL,"16,930",328,1.94%,"1,894","2,141"
LEDBETTER,"19,417",328,1.69%,"1,895","1,847"
REDDY,"12,614",328,2.60%,"1,896","2,858"
KINSEY,"16,102",328,2.04%,"1,897","2,258"
TRAMMELL,"12,582",328,2.61%,"1,898","2,867"
TABOR,"15,445",327,2.12%,"1,899","2,360"
NUNES,"12,191",327,2.68%,"1,900","2,942"
SIDDIQUI,"8,502",327,3.85%,"1,901","4,169"
WOODALL,"16,260",327,2.01%,"1,902","2,243"
PETTIT,"19,004",327,1.72%,"1,903","1,892"
DENSON,"12,419",327,2.63%,"1,904","2,893"
WAITE,"18,664",327,1.75%,"1,905","1,936"
BAPTISTE,"8,915",326,3.66%,"1,906","3,983"
HU,"19,999",326,1.63%,"1,907","1,797"
LOMAX,"9,789",326,3.33%,"1,908","3,627"
TRICE,"8,546",326,3.81%,"1,909","4,145"
MCCRACKEN,"19,287",326,1.69%,"1,910","1,862"
ASKEW,"13,683",326,2.38%,"1,911","2,634"
COE,"16,819",326,1.94%,"1,912","2,157"
GAGE,"16,614",326,1.96%,"1,913","2,187"
DUGAN,"21,455",326,1.52%,"1,914","1,679"
VARNER,"18,081",325,1.80%,"1,915","1,997"
CONNELL,"22,552",325,1.44%,"1,916","1,589"
OH,"18,285",325,1.78%,"1,917","1,978"
ROOT,"20,284",325,1.60%,"1,918","1,770"
MENDIOLA,"10,752",325,3.02%,"1,919","3,337"
BAIN,"17,371",325,1.87%,"1,920","2,082"
SLADE,"12,599",325,2.58%,"1,921","2,861"
KARIM,"5,729",325,5.67%,"1,922","6,001"
HAYASHI,"2,992",324,10.83%,"1,923","10,683"
HOGUE,"16,457",324,1.97%,"1,924","2,213"
BRICE,"11,697",324,2.77%,"1,925","3,067"
HAMLIN,"16,871",324,1.92%,"1,926","2,150"
MCNAMARA,"26,534",324,1.22%,"1,927","1,329"
CONNELLY,"23,398",323,1.38%,"1,928","1,537"
NAYLOR,"16,745",323,1.93%,"1,929","2,169"
LANDRUM,"12,026",323,2.69%,"1,930","2,981"
SASAKI,"3,206",323,10.07%,"1,931","10,046"
RAINWATER,"7,111",322,4.53%,"1,932","4,949"
AKI,867,322,37.14%,"1,933","27,732"
MACHADO,"23,170",322,1.39%,"1,934","1,552"
VALENCIA,"70,000",322,0.46%,"1,935",475
SANDOVAL,"128,948",322,0.25%,"1,936",233
PERALTA,"36,585",322,0.88%,"1,937",949
KITCHEN,"15,170",322,2.12%,"1,938","2,390"
DONALD,"12,367",322,2.60%,"1,939","2,899"
KAPLAN,"29,582",322,1.09%,"1,940","1,196"
WILBURN,"14,928",322,2.16%,"1,941","2,428"
FONTENOT,"20,035",321,1.60%,"1,942","1,792"
BOUCHER,"20,050",321,1.60%,"1,943","1,791"
OAKLEY,"17,238",321,1.86%,"1,944","2,099"
BETHEA,"12,061",321,2.66%,"1,945","2,972"
FERRIS,"20,703",321,1.55%,"1,946","1,732"
KO,"13,312",321,2.41%,"1,947","2,708"
ABEL,"18,464",321,1.74%,"1,948","1,958"
BLAKELY,"11,669",321,2.75%,"1,949","3,077"
RIDER,"16,352",320,1.96%,"1,950","2,227"
HAWLEY,"18,100",320,1.77%,"1,951","1,993"
MCARTHUR,"12,683",320,2.52%,"1,952","2,844"
KARIMI,"1,858",320,17.22%,"1,953","15,700"
OSMAN,"9,908",319,3.22%,"1,954","3,590"
SCHUMACHER,"25,292",319,1.26%,"1,955","1,404"
SHERIDAN,"22,177",319,1.44%,"1,956","1,623"
MALLOY,"16,546",319,1.93%,"1,957","2,200"
FINK,"28,701",319,1.11%,"1,958","1,232"
HILLMAN,"15,738",319,2.03%,"1,959","2,321"
BURROWS,"17,355",319,1.84%,"1,960","2,085"
BARTHOLOMEW,"15,339",319,2.08%,"1,961","2,374"
WILLOUGHBY,"16,111",319,1.98%,"1,962","2,257"
ORTEGA,"127,256",318,0.25%,"1,963",239
ATWOOD,"17,112",318,1.86%,"1,964","2,114"
MEDLEY,"13,630",318,2.33%,"1,965","2,641"
GOODRICH,"19,487",318,1.63%,"1,966","1,838"
WILLIAM,"13,373",318,2.38%,"1,967","2,694"
DEAL,"20,366",318,1.56%,"1,968","1,760"
DENT,"14,873",318,2.14%,"1,969","2,436"
EVANGELISTA,"8,964",318,3.55%,"1,970","3,967"
TOBIN,"18,932",318,1.68%,"1,971","1,896"
CAGLE,"17,647",318,1.80%,"1,972","2,039"
SOTO,"144,451",318,0.22%,"1,973",191
LYMAN,"11,664",318,2.73%,"1,974","3,079"
PACK,"18,678",318,1.70%,"1,975","1,932"
SAKAMOTO,"2,741",318,11.60%,"1,976","11,478"
LORENZO,"17,825",317,1.78%,"1,977","2,024"
JAVIER,"9,226",317,3.44%,"1,978","3,838"
GRIGSBY,"11,501",317,2.76%,"1,979","3,141"
WAKEFIELD,"14,587",317,2.17%,"1,980","2,472"
JETT,"12,008",317,2.64%,"1,981","2,985"
COTE,"21,446",317,1.48%,"1,982","1,681"
MEIER,"25,486",316,1.24%,"1,983","1,391"
BURNETTE,"16,717",316,1.89%,"1,984","2,172"
WISEMAN,"19,439",315,1.62%,"1,985","1,845"
GUIDRY,"20,600",315,1.53%,"1,986","1,739"
OAKES,"17,499",315,1.80%,"1,987","2,065"
YOUNGER,"10,658",315,2.96%,"1,988","3,357"
WHITESIDE,"11,334",315,2.78%,"1,989","3,191"
BARNARD,"20,366",314,1.54%,"1,990","1,760"
TSAI,"10,968",314,2.86%,"1,991","3,291"
REDDING,"15,767",314,1.99%,"1,992","2,317"
PENA,"130,776",314,0.24%,"1,993",227
KEENAN,"20,353",313,1.54%,"1,994","1,765"
FARRAR,"14,892",313,2.10%,"1,995","2,434"
GEIGER,"22,039",313,1.42%,"1,996","1,634"
LAWTON,"13,713",313,2.28%,"1,997","2,630"
DICK,"20,923",312,1.49%,"1,998","1,718"
ISAACS,"14,951",311,2.08%,"1,999","2,422"
EPPERSON,"12,884",311,2.41%,"2,000","2,798"
EPPERSON,"12,884",311,2.41%,"2,001","2,798"
DIZON,"5,924",311,5.25%,"2,002","5,837"
BYRNE,"29,503",310,1.05%,"2,003","1,198"
HOFF,"17,223",310,1.80%,"2,004","2,103"
LUNSFORD,"16,962",310,1.83%,"2,005","2,137"
CHADWICK,"16,415",310,1.89%,"2,006","2,222"
SHIPMAN,"15,581",310,1.99%,"2,007","2,339"
PARISH,"14,466",310,2.14%,"2,008","2,498"
QUALLS,"11,958",310,2.59%,"2,009","2,999"
OKAMOTO,"2,373",310,13.06%,"2,010","12,944"
DELONG,"17,844",309,1.73%,"2,011","2,022"
DOW,"15,472",309,2.00%,"2,012","2,356"
TALBERT,"12,181",309,2.54%,"2,013","2,944"
YIM,"6,144",309,5.03%,"2,014","5,650"
ANCHETA,"3,661",308,8.41%,"2,015","8,941"
ALMEIDA,"16,760",308,1.84%,"2,016","2,166"
ROWELL,"15,952",308,1.93%,"2,017","2,285"
SKELTON,"15,624",308,1.97%,"2,018","2,330"
TAM,"13,327",308,2.31%,"2,019","2,703"
MCAFEE,"12,371",308,2.49%,"2,020","2,898"
CHAO,"10,398",308,2.96%,"2,021","3,432"
LUDWIG,"22,380",307,1.37%,"2,022","1,600"
HATHAWAY,"18,401",307,1.67%,"2,023","1,966"
MOSELEY,"17,130",307,1.79%,"2,024","2,112"
MATLOCK,"12,599",307,2.44%,"2,025","2,861"
WHARTON,"11,656",307,2.63%,"2,026","3,084"
SABLAN,"1,708",307,17.97%,"2,027","16,743"
SWENSON,"23,009",306,1.33%,"2,028","1,563"
TACKETT,"19,737",306,1.55%,"2,029","1,818"
HANLEY,"19,240",306,1.59%,"2,030","1,864"
OGDEN,"18,860",306,1.62%,"2,031","1,906"
LEDFORD,"18,532",306,1.65%,"2,032","1,946"
KEEN,"18,459",306,1.66%,"2,033","1,959"
SALTER,"14,641",306,2.09%,"2,034","2,462"
LYLE,"13,192",306,2.32%,"2,035","2,731"
FARROW,"10,672",306,2.87%,"2,036","3,353"
CHAU,"16,667",305,1.83%,"2,037","2,181"
ANDERS,"15,554",305,1.96%,"2,038","2,343"
BARFIELD,"13,165",305,2.32%,"2,039","2,737"
STILL,"12,354",305,2.47%,"2,040","2,904"
DEJESUS,"44,038",304,0.69%,"2,041",783
HAGER,"21,106",304,1.44%,"2,042","1,707"
BURKETT,"19,369",304,1.57%,"2,043","1,852"
FLOOD,"17,053",304,1.78%,"2,044","2,125"
PURVIS,"16,686",304,1.82%,"2,045","2,177"
JULIAN,"15,520",304,1.96%,"2,046","2,349"
HIGH,"13,961",304,2.18%,"2,047","2,585"
JOY,"13,413",304,2.27%,"2,048","2,684"
MURRELL,"11,347",304,2.68%,"2,049","3,185"
NEFF,"22,764",303,1.33%,"2,050","1,577"
YEAGER,"22,634",303,1.34%,"2,051","1,582"
MARKHAM,"13,137",303,2.31%,"2,052","2,741"
HELLER,"25,373",302,1.19%,"2,053","1,399"
ASHBY,"17,482",302,1.73%,"2,054","2,069"
LASSITER,"13,066",302,2.31%,"2,055","2,760"
LAMAR,"11,733",302,2.57%,"2,056","3,057"
MONTEIRO,"6,965",302,4.34%,"2,057","5,036"
LINK,"22,137",301,1.36%,"2,058","1,627"
METZ,"20,366",301,1.48%,"2,059","1,760"
KISER,"18,674",301,1.61%,"2,060","1,934"
WHITLOCK,"16,927",301,1.78%,"2,061","2,142"
PRIEST,"14,915",301,2.02%,"2,062","2,430"
RUDD,"14,732",301,2.04%,"2,063","2,451"
STCLAIR,"14,590",301,2.06%,"2,064","2,469"
EARLY,"14,014",301,2.15%,"2,065","2,578"
CHISHOLM,"12,503",301,2.41%,"2,066","2,878"
STALLWORTH,"8,155",301,3.69%,"2,067","4,357"
MCKENNA,"27,293",300,1.10%,"2,068","1,284"
SCHULZ,"24,385",300,1.23%,"2,069","1,461"
WEIR,"18,881",300,1.59%,"2,070","1,903"
STALEY,"18,080",300,1.66%,"2,071","1,998"
RING,"16,381",300,1.83%,"2,072","2,226"
MATTSON,"16,203",300,1.85%,"2,073","2,247"
STATON,"14,413",300,2.08%,"2,074","2,514"
BRINKLEY,"13,695",300,2.19%,"2,075","2,632"
CHIU,"13,174",300,2.28%,"2,076","2,735"
MUSE,"12,571",300,2.39%,"2,077","2,870"
REGAN,"21,951",299,1.36%,"2,078","1,642"
WOLFF,"21,815",299,1.37%,"2,079","1,650"
BORDEN,"15,500",299,1.93%,"2,080","2,352"
SALMON,"14,511",299,2.06%,"2,081","2,486"
HOM,"4,863",299,6.15%,"2,082","6,906"
QURESHI,"6,966",298,4.28%,"2,083","5,035"
ENGLE,"19,226",298,1.55%,"2,084","1,866"
CRAIN,"17,650",298,1.69%,"2,085","2,038"
BEGAY,"17,553",298,1.70%,"2,086","2,053"
WALDRON,"17,501",298,1.70%,"2,087","2,063"
THAYER,"16,625",298,1.79%,"2,088","2,186"
WINKLER,"21,993",297,1.35%,"2,089","1,640"
HOUSER,"20,484",297,1.45%,"2,090","1,749"
MARCUS,"17,671",297,1.68%,"2,091","2,037"
MCCORMACK,"17,449",297,1.70%,"2,092","2,074"
ENNIS,"16,419",297,1.81%,"2,093","2,220"
MIGUEL,"10,861",297,2.73%,"2,094","3,303"
GASKINS,"10,414",297,2.85%,"2,095","3,428"
BURKHART,"16,526",296,1.79%,"2,096","2,204"
JERNIGAN,"15,889",296,1.86%,"2,097","2,294"
KELLOGG,"15,317",296,1.93%,"2,098","2,378"
MOTLEY,"10,274",296,2.88%,"2,099","3,480"
CAPPS,"18,194",295,1.62%,"2,100","1,983"
BURR,"15,703",295,1.88%,"2,101","2,323"
HILLS,"13,829",295,2.13%,"2,102","2,608"
NESBITT,"13,248",295,2.23%,"2,103","2,717"
PRINGLE,"13,115",295,2.25%,"2,104","2,750"
MCMILLIAN,"11,765",295,2.51%,"2,105","3,043"
AWAD,"5,446",295,5.42%,"2,106","6,275"
ITO,"4,344",294,6.77%,"2,107","7,644"
HINSON,"19,857",294,1.48%,"2,108","1,807"
HAY,"18,029",294,1.63%,"2,109","2,005"
JOINER,"16,349",294,1.80%,"2,110","2,228"
BURDEN,"13,028",294,2.26%,"2,111","2,770"
ONG,"9,584",294,3.07%,"2,112","3,704"
PARNELL,"14,560",293,2.01%,"2,113","2,475"
RAGSDALE,"12,227",293,2.40%,"2,114","2,932"
FORTUNE,"11,748",293,2.49%,"2,115","3,051"
GARNETT,"10,370",293,2.83%,"2,116","3,445"
CHANDRA,"3,645",293,8.04%,"2,117","8,977"
HAMID,"3,433",293,8.53%,"2,118","9,473"
IKEDA,"2,675",292,10.92%,"2,119","11,716"
FERNANDO,"5,596",292,5.22%,"2,120","6,123"
YOUSIF,"4,130",292,7.07%,"2,121","8,010"
RUBIN,"23,165",292,1.26%,"2,122","1,553"
SPANGLER,"18,622",292,1.57%,"2,123","1,940"
GODDARD,"15,599",292,1.87%,"2,124","2,335"
RUFF,"15,383",292,1.90%,"2,125","2,369"
BOWSER,"14,383",292,2.03%,"2,126","2,517"
SATTERFIELD,"14,023",292,2.08%,"2,127","2,577"
NOBLES,"12,965",292,2.25%,"2,128","2,782"
RICKETTS,"12,862",292,2.27%,"2,129","2,801"
AKIONA,572,292,51.05%,"2,130","38,640"
MENDEZ,"161,717",291,0.18%,"2,131",162
STERN,"25,074",291,1.16%,"2,132","1,418"
CONNORS,"19,637",291,1.48%,"2,133","1,823"
ALLRED,"18,526",291,1.57%,"2,134","1,947"
WHITT,"17,293",291,1.68%,"2,135","2,092"
COMER,"16,893",291,1.72%,"2,136","2,148"
HOUGH,"15,549",291,1.87%,"2,137","2,345"
IVERSON,"15,539",291,1.87%,"2,138","2,346"
GUINN,"12,577",291,2.31%,"2,139","2,868"
PULLIAM,"11,613",291,2.51%,"2,140","3,099"
GAITHER,"10,790",291,2.70%,"2,141","3,324"
MENDES,"10,162",291,2.86%,"2,142","3,514"
PERRYMAN,"9,443",291,3.08%,"2,143","3,748"
NISHIMURA,"2,424",291,12.00%,"2,144","12,732"
